report_date,market_name,contract_code,open_interest,dealer_long,dealer_short,asset_manager_long,asset_manager_short,leveraged_long,leveraged_short,other_long,other_short,nonreportable_long,nonreportable_short,symbol,available_at,leveraged_net,leveraged_net_pct_oi,leveraged_weekly_change,leveraged_percentile,leveraged_zscore,asset_manager_net,asset_manager_net_pct_oi,asset_manager_weekly_change,asset_manager_percentile,asset_manager_zscore,dealer_net,dealer_net_pct_oi,dealer_weekly_change,other_net,other_net_pct_oi,other_weekly_change,nonreportable_net,nonreportable_net_pct_oi,nonreportable_weekly_change,date,close,price_sma,price_momentum,price_normalized,state,extreme_direction,proxy_symbol
2009-10-06,NASDAQ-100 STOCK INDEX (MINI) - CHICAGO MERCANTILE EXCHANGE,209742,332087,94561,66098,43820,57914,131892,164170,3634,8949,38989,15765,NQ,2009-10-09 15:30:00-04:00,-32278,-9.719742115770867,-0.09723390527670972,25.64102564102564,-0.5488969637342273,-14094,-4.244068572392174,-0.8901771800451184,23.076923076923077,-0.7460289649591567,28463,8.57094676997293,0.21151806761288938,-5315,-1.6004842104629209,0.8935329488333952,23224,6.993348128653034,-0.11763993112445537,,,,,,NORMAL,,QQQ
2009-10-13,NASDAQ-100 STOCK INDEX (MINI) - CHICAGO MERCANTILE EXCHANGE,209742,314609,98958,47282,46946,56226,102720,169814,2306,8529,47416,16495,NQ,2009-10-16 15:30:00-04:00,-67094,-21.32615405153699,-11.606411935766122,8.333333333333332,-1.4959609251152783,-9280,-2.949693111131595,1.2943754612605791,32.05128205128205,-0.5991552142393639,51676,16.425467802891845,7.854521032918916,-6223,-1.9780108007081807,-0.3775265902452598,30921,9.82839016048492,2.835042031831886,,,,,,EXTREME_SHORT,short,QQQ
2009-10-20,NASDAQ-100 STOCK INDEX (MINI) - CHICAGO MERCANTILE EXCHANGE,209742,322237,117612,49261,51962,54812,81260,171593,2981,10613,49705,17241,NQ,2009-10-23 15:30:00-04:00,-90333,-28.03309365467032,-6.706939603133332,3.205128205128205,-2.0238049319133657,-2850,-0.8844421962716882,2.0652509148599068,40.38461538461539,-0.3675473435678949,68351,21.211406511356547,4.785938708464702,-7632,-2.368443102437026,-0.39043230172884535,32464,10.074572442022486,0.24618228153756583,,,,,,EXTREME_SHORT,short,QQQ
2009-10-27,NASDAQ-100 STOCK INDEX (MINI) - CHICAGO MERCANTILE EXCHANGE,209742,326953,122576,56709,47527,66053,93111,159150,2467,12630,44372,15511,NQ,2009-10-30 15:30:00-04:00,-66039,-20.198315965903355,7.834777688766966,9.615384615384617,-1.3500482643726972,-18526,-5.66625784134111,-4.781815645069422,19.230769230769234,-0.9113275127688373,65867,20.145709016280627,-1.06569749507592,-10163,-3.1083978431150654,-0.7399547406780393,28861,8.827262634078904,-1.2473098079435818,2009-11-01,43.560001373291016,37.01400012969971,0.1041825229623981,81.08900779204843,EXTREME_SHORT,short,QQQ
2009-11-03,NASDAQ-100 STOCK INDEX (MINI) - CHICAGO MERCANTILE EXCHANGE,209742,316078,123961,50356,40057,78323,95219,150438,1979,7327,36234,11006,NQ,2009-11-06 15:30:00-05:00,-55219,-17.47005485987636,2.728261106026995,14.743589743589745,-1.1111364969163775,-38266,-12.10650535627282,-6.440247514931709,7.051282051282051,-1.6381732245649234,73605,23.286973468574214,3.141264452293587,-5348,-1.6919874208265049,1.4164104222885605,25228,7.981574168401471,-0.8456884656774335,,,,,,UNWINDING_SHORT,short,QQQ
2009-11-09,NASDAQ-100 STOCK INDEX (MINI) - CHICAGO MERCANTILE EXCHANGE,209742,301986,122011,45971,45607,61451,89947,147723,2381,8155,21506,18152,NQ,2009-11-12 15:30:00-05:00,-57776,-19.132012742312558,-1.661957882436198,12.179487179487179,-1.2313421998527656,-15844,-5.2466008358003355,6.859904520472484,21.153846153846153,-0.8526970403881291,76040,25.17997523063983,1.8930017620656159,-5774,-1.9120091659878273,-0.22002174516132245,3354,1.1106475134608889,-6.870926654940582,,,,,,NORMAL,,QQQ
2009-11-17,NASDAQ-100 STOCK INDEX (MINI) - CHICAGO MERCANTILE EXCHANGE,209742,329448,124455,72718,46065,53226,109511,155750,2522,6738,25523,19644,NQ,2009-11-20 15:30:00-05:00,-46239,-14.035295403219932,5.096717339092626,21.153846153846153,-0.8037489969274132,-7161,-2.1736359000509946,3.072964935749341,33.33333333333333,-0.5066305936638171,51737,15.704147543770185,-9.475827686869644,-4216,-1.2797163740559967,0.6322927919318306,5879,1.7845001335567374,0.6738526200958486,,,,,,UNWINDING_SHORT,short,QQQ
2009-11-24,NASDAQ-100 STOCK INDEX (MINI) - CHICAGO MERCANTILE EXCHANGE,209742,354093,133084,85685,48251,55075,118116,166123,1984,8724,28489,14317,NQ,2009-11-27 15:30:00-05:00,-48007,-13.557737656491375,0.4775577467285572,22.435897435897438,-0.754460831649386,-6824,-1.9271773234715173,0.24645857657947734,33.97435897435898,-0.4801453512183995,47399,13.386031353345025,-2.31811619042516,-6740,-1.903454742115772,-0.6237383680597752,14172,4.002338368733637,2.2178382351768997,2009-12-01,45.75,38.83600006103516,0.14289286522940026,85.16579406631763,CONFIRMED_BULLISH,short,QQQ
2009-12-01,NASDAQ-100 STOCK INDEX (MINI) - CHICAGO MERCANTILE EXCHANGE,209742,364089,138151,87543,44616,54974,127143,174265,2822,8646,26970,14274,NQ,2009-12-04 15:30:00-05:00,-47122,-12.942439897937042,0.6152977585543322,23.076923076923077,-0.6937441528072872,-10358,-2.8449087997714844,-0.9177314762999671,30.128205128205128,-0.5843594059042047,50608,13.899898101837737,0.5138667484927115,-5824,-1.5996088868381082,0.3038458552776637,12696,3.487059482708898,-0.5152788860247393,,,,,,NORMAL,,QQQ
2009-12-08,NASDAQ-100 STOCK INDEX (MINI) - CHICAGO MERCANTILE EXCHANGE,209742,349639,142917,72347,51589,54877,104414,166273,2779,10305,21763,19660,NQ,2009-12-11 15:30:00-05:00,-61859,-17.692248290379506,-4.749808392442464,14.743589743589745,-1.0749823526687712,-3288,-0.9403985253361324,1.904510274435352,39.1025641025641,-0.37105587453677136,70570,20.18367516209576,6.283777060258023,-7526,-2.1525058703405513,-0.5528969835024431,2103,0.6014775239604278,-2.88558195874847,,,,,,NORMAL,,QQQ
2009-12-15,NASDAQ-100 STOCK INDEX (MINI) - CHICAGO MERCANTILE EXCHANGE,209742,443515,142438,90162,55820,53003,123622,168685,2333,12651,27666,27378,NQ,2009-12-18 15:30:00-05:00,-45063,-10.160422984566475,7.531825305813031,30.128205128205128,-0.4406026486397429,2817,0.6351532642638918,1.5755517896000244,44.230769230769226,-0.1948617644145579,52276,11.786749038927658,-8.396926123168102,-10318,-2.3264151156105206,-0.17390924526996931,288,0.06493579698544581,-0.5365417269749819,,,,,,NORMAL,,QQQ
2009-12-22,NASDAQ-100 STOCK INDEX (MINI) - CHICAGO MERCANTILE EXCHANGE,209742,274954,63820,69633,35380,58274,120474,81274,1519,21016,25516,16512,NQ,2009-12-25 15:30:00-05:00,39200,14.256930250150935,24.41735323471741,95.51282051282051,1.625001438352461,-22894,-8.326483702728456,-8.961636966992348,10.256410256410255,-1.2013787788814383,-5813,-2.1141718251052906,-13.900920864032948,-19497,-7.091004313448795,-4.764589197838275,9004,3.2747295911316074,3.2097937941461616,2010-01-01,42.790000915527344,40.08300018310547,0.012781086758043639,79.65561543320972,EXTREME_LONG,long,QQQ
2009-12-29,NASDAQ-100 STOCK INDEX (MINI) - CHICAGO MERCANTILE EXCHANGE,209742,294737,72509,80114,37690,55441,128724,93026,1527,23125,26289,15033,NQ,2010-01-01 15:30:00-05:00,35698,12.111814940099139,-2.1451153100517963,95.51282051282051,1.461534380818779,-17751,-6.02265748786206,2.3038262148663966,17.94871794871795,-0.935235616402426,-7605,-2.5802664748572455,-0.4660946497519549,-21598,-7.327888931488072,-0.2368846180392774,11256,3.818997954108239,0.5442683629766316,2010-01-01,42.790000915527344,40.08300018310547,0.012781086758043639,79.65561543320972,EXTREME_LONG,long,QQQ
2010-01-05,NASDAQ-100 STOCK INDEX (MINI) - CHICAGO MERCANTILE EXCHANGE,209742,309733,75356,88761,39653,48384,134757,104979,2117,23991,28363,14131,NQ,2010-01-08 15:30:00-05:00,29778,9.614086971682061,-2.4977279684170774,92.94871794871796,1.26114666652759,-8731,-2.8188794865254914,3.2037780013365684,32.05128205128205,-0.5715012084407779,-13405,-4.327921144986165,-1.7476546701289197,-21874,-7.0622116468054745,0.26567728468259766,14232,4.594925306635069,0.7759273525268302,,,,,,EXTREME_LONG,long,QQQ
2010-01-12,NASDAQ-100 STOCK INDEX (MINI) - CHICAGO MERCANTILE EXCHANGE,209742,307193,87533,68961,45865,49160,110501,117804,2397,23063,27736,15044,NQ,2010-01-15 15:30:00-05:00,-7303,-2.3773328168285084,-11.99141978851057,58.333333333333336,0.2503092486429041,-3295,-1.0726155869437128,1.7462638995817785,38.46153846153847,-0.3775594654243628,18572,6.045710677001104,10.373631821987269,-20666,-6.727366834530735,0.3348448122747394,12692,4.131604561301852,-0.4633207453332169,,,,,,UNWINDING_LONG,long,QQQ
2010-01-19,NASDAQ-100 STOCK INDEX (MINI) - CHICAGO MERCANTILE EXCHANGE,209742,340412,83174,79718,45222,48356,145831,137851,3036,25019,28790,15109,NQ,2010-01-22 15:30:00-05:00,7980,2.344218182672761,4.72155099950127,74.35897435897436,0.6938141363098804,-3134,-0.9206490958015581,0.15196649114215477,39.743589743589745,-0.3594224874976944,3456,1.0152403558041432,-5.030470321196961,-21983,-6.457762946077106,0.2696038884536289,13681,4.01895350340176,-0.11265105790009233,,,,,,NORMAL,,QQQ
2010-01-26,NASDAQ-100 STOCK INDEX (MINI) - CHICAGO MERCANTILE EXCHANGE,209742,361261,122991,46779,40760,122043,133523,112810,1960,26031,24454,16025,NQ,2010-01-29 15:30:00-05:00,20713,5.733527837214646,3.3893096545418846,81.41025641025641,1.0379771180701425,-81283,-22.499799314069328,-21.57915021826777,0.0,-2.7628545052239493,76212,21.09610503209591,20.080864676291768,-24071,-6.663049706444925,-0.20528676036781857,8429,2.3332161512037004,-1.6857373521980596,2010-02-01,44.7599983215332,41.1310001373291,0.09277342094719605,83.32285900459934,NORMAL,,QQQ
2010-02-02,NASDAQ-100 STOCK INDEX (MINI) - CHICAGO MERCANTILE EXCHANGE,209742,410873,153197,38195,36221,169958,148363,115377,3264,24451,30620,23684,NQ,2010-02-05 15:30:00-05:00,32986,8.028271509687908,2.2947436724732624,92.94871794871796,1.2580227947686338,-133737,-32.5494739250328,-10.049674610963471,0.0,-3.77321177674376,115002,27.98967077418083,6.89356574208492,-21187,-5.15658123069659,1.5064684757483349,6936,1.688112871860648,-0.6451032793430524,,,,,,EXTREME_LONG,long,QQQ
2010-02-09,NASDAQ-100 STOCK INDEX (MINI) - CHICAGO MERCANTILE EXCHANGE,209742,386282,149481,39867,34511,131442,137776,126078,4099,25574,18153,21059,NQ,2010-02-12 15:30:00-05:00,11698,3.028357521189183,-4.999913988498725,75.64102564102564,0.7883122012767536,-96931,-25.093325601503565,7.456148323529234,0.641025641025641,-2.8120794075149282,109614,28.376678178118578,0.3870074039377478,-21475,-5.5594099647407855,-0.4028287340441956,-2906,-0.7523001330634096,-2.4404130049240575,,,,,,UNWINDING_LONG,long,QQQ
2010-02-16,NASDAQ-100 STOCK INDEX (MINI) - CHICAGO MERCANTILE EXCHANGE,209742,397418,150192,43293,34549,133546,156163,135712,3571,25321,17537,24140,NQ,2010-02-19 15:30:00-05:00,20451,5.1459672183947385,2.1176096972055554,79.48717948717949,0.9780612099229573,-98997,-24.910044336190108,0.18328126531345745,1.282051282051282,-2.7073865163548967,106899,26.89837903668178,-1.4782991414367963,-21750,-5.472827098923552,0.08658286581723385,-6603,-1.6614748199628602,-0.9091746868994506,,,,,,NORMAL,,QQQ
2010-02-23,NASDAQ-100 STOCK INDEX (MINI) - CHICAGO MERCANTILE EXCHANGE,209742,413304,147519,48756,32242,142419,178261,142063,4016,25830,17449,20419,NQ,2010-02-26 15:30:00-05:00,36198,8.758202194994483,3.612234976599745,93.58974358974359,1.310291721730862,-110177,-26.657617637380717,-1.7475733011906094,0.641025641025641,-2.802004355297203,98763,23.89597003658324,-3.0024090000985417,-21814,-5.277955209724561,0.1948718891989909,-2970,-0.7185993844724464,0.9428754354904137,2010-03-01,48.15999984741211,42.40900001525879,0.10560143087923778,89.6521230434664,EXTREME_LONG,long,QQQ
2010-03-02,NASDAQ-100 STOCK INDEX (MINI) - CHICAGO MERCANTILE EXCHANGE,209742,404426,125103,54218,35041,141935,183886,128906,3787,25542,20764,17980,NQ,2010-03-05 15:30:00-05:00,54980,13.594576016378769,4.836373821384285,98.07692307692307,1.734912335312946,-106894,-26.431040536464025,0.2265771009166926,1.282051282051282,-2.693864047712431,70885,17.52731031140431,-6.368659725178929,-21755,-5.379228832963261,-0.1012736232387006,2784,0.6883830416442068,1.4069824261166533,,,,,,EXTREME_LONG,long,QQQ
2010-03-09,NASDAQ-100 STOCK INDEX (MINI) - CHICAGO MERCANTILE EXCHANGE,209742,411761,123189,62879,34806,98321,193365,170133,3718,27825,19290,15210,NQ,2010-03-12 15:30:00-05:00,23232,5.64210792182844,-7.952468094550329,80.12820512820514,0.9875684623173806,-63515,-15.425210255463728,11.005830281000296,5.769230769230769,-1.5742721626541534,60310,14.646846107329251,-2.880464204075059,-24107,-5.854609834345652,-0.4753810013823907,4080,0.9908660606516887,0.30248301900748187,,,,,,UNWINDING_LONG,long,QQQ
2010-03-16,NASDAQ-100 STOCK INDEX (MINI) - CHICAGO MERCANTILE EXCHANGE,209742,416112,100580,80236,32981,51754,173310,159845,3937,32332,31899,18540,NQ,2010-03-19 15:30:00-04:00,13465,3.235907640250702,-2.4062002815777377,73.71794871794873,0.7579232532572703,-18773,-4.511525743069174,10.913684512394553,27.564102564102566,-0.5261047624727802,20344,4.8890683277579114,-9.75777777957134,-28395,-6.8238839543199905,-0.9692741199743384,13359,3.2104337293805516,2.219567668728863,,,,,,UNWINDING_LONG,long,QQQ
2010-03-23,NASDAQ-100 STOCK INDEX (MINI) - CHICAGO MERCANTILE EXCHANGE,209742,287475,33891,83345,38051,45100,150650,96664,4355,13951,36983,24870,NQ,2010-03-26 15:30:00-04:00,53986,18.779372119314722,15.54346447906402,100.0,2.174994940794453,-7049,-2.452039307765893,2.059486435303281,37.17948717948718,-0.32833503732496827,-49454,-17.202887207583267,-22.091955535341178,-9596,-3.3380293938603356,3.485854560459655,12113,4.2135837898947734,1.0031500605142218,2010-04-01,49.2400016784668,43.695000076293944,0.07628418969326332,91.66259765625,EXTREME_LONG,long,QQQ
2010-03-30,NASDAQ-100 STOCK INDEX (MINI) - CHICAGO MERCANTILE EXCHANGE,209742,292716,32292,85531,50456,45409,152483,105130,5362,15011,26337,15849,NQ,2010-04-02 15:30:00-04:00,47353,16.1771136528239,-2.6022584664908237,98.71794871794873,1.9009614973360576,5047,1.7241968324246026,4.176236140190495,51.28205128205128,0.06836062009746986,-53239,-18.187936429850094,-0.9850492222668272,-9649,-3.2963691769496712,0.04166021691066435,10488,3.5829951215512645,-0.6305886683435089,,,,,,EXTREME_LONG,long,QQQ
2010-04-06,NASDAQ-100 STOCK INDEX (MINI) - CHICAGO MERCANTILE EXCHANGE,209742,300667,37276,93187,54270,46956,155425,101626,5203,16807,23379,16977,NQ,2010-04-09 15:30:00-04:00,53799,17.893217413284464,1.716103760460566,99.35897435897436,2.0253220151119256,7314,2.4325915381468537,0.708394705722251,51.92307692307693,0.13613411434331182,-55911,-18.59565565891834,-0.4077192290682454,-11604,-3.8594192245906602,-0.563050047640989,6402,2.1292659320776806,-1.453729189473584,,,,,,EXTREME_LONG,long,QQQ
2010-04-13,NASDAQ-100 STOCK INDEX (MINI) - CHICAGO MERCANTILE EXCHANGE,209742,308541,43714,95103,57413,45133,153674,108260,5176,16969,22179,16691,NQ,2010-04-16 15:30:00-04:00,45414,14.718951452157087,-3.174265961127377,97.43589743589743,1.7070287925445744,12280,3.980022104031555,1.5474305658847012,55.769230769230774,0.2839980346190109,-51389,-16.655485008475374,1.9401706504429654,-11793,-3.82218246521532,0.037236759375340434,5488,1.77869391750205,-0.3505720145756306,,,,,,EXTREME_LONG,long,QQQ
2010-04-20,NASDAQ-100 STOCK INDEX (MINI) - CHICAGO MERCANTILE EXCHANGE,209742,328384,46845,100179,68483,45840,151083,121883,3736,18828,30575,13992,NQ,2010-04-23 15:30:00-04:00,29200,8.892028844279867,-5.82692260787722,91.02564102564102,1.1570050216670191,22643,6.8952811342818165,2.9152590302502617,71.15384615384616,0.5591982665294476,-53334,-16.24135158838433,0.41413342009104426,-15092,-4.595839017735334,-0.7736565525200141,16583,5.049880627557981,3.2711867100559306,,,,,,EXTREME_LONG,long,QQQ
2010-04-27,NASDAQ-100 STOCK INDEX (MINI) - CHICAGO MERCANTILE EXCHANGE,209742,372309,51210,122656,88607,47310,156673,131608,4335,21202,38885,16934,NQ,2010-04-30 15:30:00-04:00,25065,6.732311064196676,-2.1597177800831915,81.41025641025641,0.9498041253030414,41297,11.092130461525239,4.196849327243422,82.05128205128204,0.9517480236464936,-71446,-19.189973919513093,-2.948622331128764,-16867,-4.530376649503504,0.06546236823183005,21951,5.895909043294683,0.8460284157367024,2010-05-01,45.599998474121094,44.30999984741211,0.06566949049945164,84.88655911412886,UNWINDING_LONG,long,QQQ
2010-05-04,NASDAQ-100 STOCK INDEX (MINI) - CHICAGO MERCANTILE EXCHANGE,209742,373149,54809,117477,84837,49920,152419,136544,4777,21759,45438,16580,NQ,2010-05-07 15:30:00-04:00,15875,4.254332719637464,-2.4779783445592116,71.7948717948718,0.7283968449057538,34917,9.357388067501185,-1.7347423940240532,77.56410256410257,0.782175329853066,-62668,-16.794363645621456,2.395610273891638,-16982,-4.550997054795806,-0.020620405292302024,28858,7.73363991327861,1.8377308699839272,,,,,,UNWINDING_LONG,long,QQQ
2010-05-11,NASDAQ-100 STOCK INDEX (MINI) - CHICAGO MERCANTILE EXCHANGE,209742,348508,20110,97429,79447,54959,126662,121245,3926,21589,81368,16291,NQ,2010-05-14 15:30:00-04:00,5417,1.5543402160065192,-2.699992503630945,64.74358974358975,0.48875869851331527,24488,7.026524498720259,-2.3308635687809263,69.87179487179486,0.5600257815778064,-77319,-22.18571740103527,-5.391353755413814,-17663,-5.068176340284872,-0.5171792854890658,65077,18.673029026593365,10.939389113314755,,,,,,UNWINDING_LONG,long,QQQ
2010-05-18,NASDAQ-100 STOCK INDEX (MINI) - CHICAGO MERCANTILE EXCHANGE,209742,344011,25969,91872,81626,59297,121188,121144,3683,22093,78493,16553,NQ,2010-05-21 15:30:00-04:00,44,0.012790288682629335,-1.5415499273238897,59.61538461538461,0.3527912094644096,22329,6.490780818055237,-0.5357436806650222,66.02564102564102,0.5076059773900251,-65903,-19.15723625116639,3.028481149868881,-18410,-5.351573060163774,-0.283396719878902,61940,18.005238204592295,-0.66779082200107,,,,,,UNWINDING_LONG,long,QQQ
2010-05-25,NASDAQ-100 STOCK INDEX (MINI) - CHICAGO MERCANTILE EXCHANGE,209742,350891,33630,97883,74198,69107,122998,104718,3874,21336,71448,13104,NQ,2010-05-28 15:30:00-04:00,18280,5.209595002436654,5.196804713754024,76.28205128205127,0.823852952083739,5091,1.450877907954322,-5.039902910100915,50.641025641025635,0.035647215263432404,-64253,-18.31138444702201,0.8458518041443774,-17462,-4.976474175741185,0.3750988844225889,58344,16.627385712372217,-1.3778524922200788,2010-06-01,42.709999084472656,44.577999877929685,-0.04579980594133155,79.50668823171175,NORMAL,,QQQ
2010-06-01,NASDAQ-100 STOCK INDEX (MINI) - CHICAGO MERCANTILE EXCHANGE,209742,347424,54899,82103,76944,71844,98943,114756,3654,20132,72751,18356,NQ,2010-06-04 15:30:00-04:00,-15813,-4.5514990328820115,-9.761094035318665,46.794871794871796,-0.058564285933531975,5100,1.467946946670351,0.01706903871602905,51.28205128205128,0.0390825420993447,-27204,-7.830201713180436,10.481182733841575,-16478,-4.74290780141844,0.23356637432274496,54395,15.656661600810537,-0.9707241115616796,,,,,,NORMAL,,QQQ
2010-06-08,NASDAQ-100 STOCK INDEX (MINI) - CHICAGO MERCANTILE EXCHANGE,209742,368180,73309,72584,72559,94075,98535,122260,3272,19889,76660,15527,NQ,2010-06-11 15:30:00-04:00,-23725,-6.443858982019664,-1.8923599491376528,39.1025641025641,-0.2283300396593411,-21516,-5.843880710522027,-7.311827657192378,24.358974358974358,-0.6426387258027499,725,0.1969145526644576,8.027116265844894,-16617,-4.513281547069369,0.22962625434907125,61133,16.6041066869466,0.9474450861360637,,,,,,NORMAL,,QQQ
2010-06-15,NASDAQ-100 STOCK INDEX (MINI) - CHICAGO MERCANTILE EXCHANGE,209742,458495,72788,64774,73333,109589,98248,115131,4171,20322,80820,19544,NQ,2010-06-18 15:30:00-04:00,-16883,-3.68226480114287,2.7615941808767945,48.717948717948715,0.01862611841517601,-36256,-7.907610770019303,-2.063730059497275,16.666666666666664,-0.8290516728952534,8014,1.7478925615328411,1.5509780088683836,-16151,-3.5226120241224006,0.990669522946968,61276,13.364595033751732,-3.239511653194869,,,,,,NORMAL,,QQQ
2010-06-22,NASDAQ-100 STOCK INDEX (MINI) - CHICAGO MERCANTILE EXCHANGE,209742,289227,92635,85725,62087,91618,83269,57453,5221,11865,21010,17561,NQ,2010-06-25 15:30:00-04:00,25816,8.925861001911993,12.608125803054863,91.66666666666666,1.1631002345220112,-29531,-10.21031923022401,-2.302708460204708,14.102564102564102,-1.0346635780089914,6910,2.389126879579016,0.6412343180461748,-6644,-2.2971575959367554,1.2254544281856452,3449,1.1924889446697577,-12.172106089081973,2010-07-01,45.810001373291016,44.93400001525879,-0.04879564953419267,85.2774894674411,EXTREME_LONG,long,QQQ
2010-06-29,NASDAQ-100 STOCK INDEX (MINI) - CHICAGO MERCANTILE EXCHANGE,209742,298025,101673,89066,68913,95875,76919,56826,4404,11659,23501,21984,NQ,2010-07-02 15:30:00-04:00,20093,6.7420518412884824,-2.183809160623511,82.6923076923077,0.958703028489291,-26962,-9.046892039258452,1.1634271909655585,14.743589743589745,-0.9130716932134131,12607,4.2301820317087495,1.8410551521297336,-7255,-2.434359533596175,-0.13720193765941957,1517,0.5090176998573945,-0.6834712448123632,,,,,,UNWINDING_LONG,long,QQQ
2010-07-06,NASDAQ-100 STOCK INDEX (MINI) - CHICAGO MERCANTILE EXCHANGE,209742,305231,115796,63788,74617,102057,67167,79037,4636,18056,20219,19497,NQ,2010-07-09 15:30:00-04:00,-11870,-3.8888579469319957,-10.630909788220478,48.07692307692308,0.0023651940991592946,-27440,-8.98991255802982,0.05697948122863217,15.384615384615385,-0.8963326964484614,52008,17.038898408090922,12.808716376382172,-13420,-4.396670063001465,-1.9623105294052898,722,0.23654215987235896,-0.2724755399850356,,,,,,UNWINDING_LONG,long,QQQ
2010-07-13,NASDAQ-100 STOCK INDEX (MINI) - CHICAGO MERCANTILE EXCHANGE,209742,316016,119344,43685,80742,100724,65427,99515,5952,16942,21233,31832,NQ,2010-07-16 15:30:00-04:00,-34088,-10.786795605285809,-6.897937658353813,25.64102564102564,-0.6146013051408342,-19982,-6.323097564680269,2.6668149933495506,22.435897435897438,-0.6371027518489305,75659,23.941509290668826,6.902610882577903,-10990,-3.4776720166067543,0.9189980463947105,-10599,-3.353944104095995,-3.590486263968354,,,,,,UNWINDING_LONG,long,QQQ
2010-07-20,NASDAQ-100 STOCK INDEX (MINI) - CHICAGO MERCANTILE EXCHANGE,209742,315026,116519,59341,78431,103275,70708,76181,5292,19954,19683,31882,NQ,2010-07-23 15:30:00-04:00,-5473,-1.7373169198732803,9.049478685412529,54.48717948717948,0.2031732463829874,-24844,-7.886333191546095,-1.5632356268658256,19.230769230769234,-0.7744718408499338,57178,18.150247916045025,-5.791261374623801,-14662,-4.654219016843054,-1.1765470002363,-12199,-3.872378787782596,-0.5184346836866007,,,,,,NORMAL,,QQQ
2010-07-27,NASDAQ-100 STOCK INDEX (MINI) - CHICAGO MERCANTILE EXCHANGE,209742,323932,119963,74250,83094,101260,73387,78876,5190,22671,20547,25124,NQ,2010-07-30 15:30:00-04:00,-5489,-1.6944914364743218,0.04282548339895853,55.12820512820513,0.20998311531219227,-18166,-5.607967104207056,2.2783660873390392,30.76923076923077,-0.5521019942287355,45713,14.111912376671647,-4.038335539373378,-17481,-5.396502969759085,-0.742283952916031,-4577,-1.4129508662311843,2.459427921551412,2010-08-01,43.459999084472656,45.18400001525879,-0.11738428913421017,80.90284879017598,NORMAL,,QQQ
2010-08-03,NASDAQ-100 STOCK INDEX (MINI) - CHICAGO MERCANTILE EXCHANGE,209742,347797,119487,98392,74726,108122,102368,78165,5853,20783,23911,20883,NQ,2010-08-06 15:30:00-04:00,24203,6.9589444417289394,8.653435878203261,83.33333333333334,0.9886283029328786,-33396,-9.602152980042955,-3.9941858758358997,14.743589743589745,-0.9164177473363204,21095,6.065319712360946,-8.046592664310701,-14930,-4.292733979879068,1.1037689898800176,3028,0.8706228058321377,2.283573672063322,,,,,,NORMAL,,QQQ
2010-08-10,NASDAQ-100 STOCK INDEX (MINI) - CHICAGO MERCANTILE EXCHANGE,209742,362373,122227,104411,77064,105909,113755,88090,5934,20164,22296,22702,NQ,2010-08-13 15:30:00-04:00,25665,7.0824813106936775,0.12353686896473803,83.97435897435898,0.9885150250393726,-28845,-7.960030134695466,1.6421228453474894,19.230769230769234,-0.7523580736002777,17816,4.916481084407502,-1.1488386279534435,-14230,-3.926893008033159,0.3658409718459086,-406,-0.11203925237255535,-0.982662058204693,,,,,,NORMAL,,QQQ
2010-08-17,NASDAQ-100 STOCK INDEX (MINI) - CHICAGO MERCANTILE EXCHANGE,209742,347043,131785,73429,59402,110689,107082,90719,7965,22763,19033,27667,NQ,2010-08-20 15:30:00-04:00,16363,4.714977682880796,-2.367503627812882,72.43589743589743,0.7635196433215222,-51287,-14.778283959048302,-6.818253824352836,7.051282051282051,-1.3776076271693243,58356,16.81520733741928,11.898726253011779,-14798,-4.264024919102244,-0.3371319110690849,-8634,-2.487876142149532,-2.3758368897769766,,,,,,NORMAL,,QQQ
2010-08-24,NASDAQ-100 STOCK INDEX (MINI) - CHICAGO MERCANTILE EXCHANGE,209742,352705,154355,54232,60031,117789,90407,105097,7281,22177,17846,30625,NQ,2010-08-27 15:30:00-04:00,-14690,-4.164953714860861,-8.879931397741657,46.794871794871796,-0.05015648321586465,-57758,-16.375724755815767,-1.597440796767465,5.128205128205128,-1.5062376056083153,100123,28.387179087339277,11.571971749919996,-14896,-4.223359464708468,0.04066545439377656,-12779,-3.6231411519541825,-1.1352650098046504,2010-09-01,49.06999969482422,45.73499984741211,0.07609652054423685,91.34613090368674,NORMAL,,QQQ
2010-08-31,NASDAQ-100 STOCK INDEX (MINI) - CHICAGO MERCANTILE EXCHANGE,209742,357315,173081,55105,54054,121266,85215,104096,7244,23795,15275,30607,NQ,2010-09-03 15:30:00-04:00,-18881,-5.2841330478709265,-1.1191793330100657,42.94871794871795,-0.16299374012909681,-67212,-18.810293438562613,-2.4345686827468462,3.8461538461538463,-1.7079402264647208,117976,33.01736562976645,4.630186542427175,-16551,-4.6320473531757695,-0.408687888467302,-15332,-4.290891790157144,-0.6677506382029619,,,,,,NORMAL,,QQQ
2010-09-07,NASDAQ-100 STOCK INDEX (MINI) - CHICAGO MERCANTILE EXCHANGE,209742,349561,164808,49289,56972,116934,81569,105853,5760,23063,16377,30347,NQ,2010-09-10 15:30:00-04:00,-24284,-6.946999236184815,-1.6628661883138882,33.97435897435898,-0.3231040284657066,-59962,-17.1535154093277,1.6567780292349141,5.769230769230769,-1.5284183057585505,115519,33.046878799408404,0.02951316964195172,-17303,-4.949922903298709,-0.3178755501229391,-13970,-3.9964412505971776,0.2944505395599668,,,,,,NORMAL,,QQQ
