report_date,market_name,contract_code,open_interest,dealer_long,dealer_short,asset_manager_long,asset_manager_short,leveraged_long,leveraged_short,other_long,other_short,nonreportable_long,nonreportable_short,symbol,available_at,leveraged_net,leveraged_net_pct_oi,leveraged_weekly_change,leveraged_percentile,leveraged_zscore,asset_manager_net,asset_manager_net_pct_oi,asset_manager_weekly_change,asset_manager_percentile,asset_manager_zscore,dealer_net,dealer_net_pct_oi,dealer_weekly_change,other_net,other_net_pct_oi,other_weekly_change,nonreportable_net,nonreportable_net_pct_oi,nonreportable_weekly_change,date,close,price_sma,price_momentum,price_normalized,state,extreme_direction,proxy_symbol
2010-09-14,NASDAQ-100 STOCK INDEX (MINI) - CHICAGO MERCANTILE EXCHANGE,209742,472288,146996,70114,88406,113345,102607,127276,6383,23649,28119,38127,NQ,2010-09-17 15:30:00-04:00,-24669,-5.223295955010502,1.7237032811743127,43.58974358974359,-0.1677139658013968,-24939,-5.280464462361949,11.873050946965751,35.8974358974359,-0.4276327320462174,76882,16.278626600718205,-16.7682521986902,-17266,-3.655820177518802,1.2941027257799065,-10008,-2.119046005826953,1.8773952447702245,,,,,,NORMAL,,QQQ
2010-09-21,NASDAQ-100 STOCK INDEX (MINI) - CHICAGO MERCANTILE EXCHANGE,209742,346065,85736,128011,99150,87654,99311,75139,6223,15906,31813,15523,NQ,2010-09-24 15:30:00-04:00,24172,6.984814991403349,12.20811094641385,82.6923076923077,0.9528893033736746,11496,3.3219192926184387,8.602383754980387,64.1025641025641,0.36040478264588965,-42275,-12.215913195497956,-28.49453979621616,-9683,-2.79802927195758,0.8577909055612221,16290,4.707208183433748,6.826254189260701,2010-10-01,52.18000030517578,46.37799987792969,0.22172796590262564,97.13554448898343,NORMAL,,QQQ
2010-09-28,NASDAQ-100 STOCK INDEX (MINI) - CHICAGO MERCANTILE EXCHANGE,209742,412807,79097,175019,99272,89164,166837,92968,7109,17448,35380,13096,NQ,2010-10-01 15:30:00-04:00,73869,17.89431865254223,10.90950366113888,99.35897435897436,1.9426721772480415,10108,2.448601889018355,-0.8733174036000837,63.46153846153846,0.28691950395125987,-95922,-23.236524574437933,-11.020611378939977,-10339,-2.5045602424377496,0.29346902951983056,22284,5.398164275315099,0.6909560918813513,2010-10-01,52.18000030517578,46.37799987792969,0.22172796590262564,97.13554448898343,EXTREME_LONG,long,QQQ
2010-10-05,NASDAQ-100 STOCK INDEX (MINI) - CHICAGO MERCANTILE EXCHANGE,209742,459878,82192,205991,102346,89420,203595,111893,6722,16345,41497,12703,NQ,2010-10-08 15:30:00-04:00,91702,19.940505960276422,2.0461873077341934,100.0,2.0969489443763987,12926,2.8107454585781446,0.36214356955978966,64.1025641025641,0.3252119897059353,-123799,-26.919965730041447,-3.6834411556035143,-9623,-2.0925114921783603,0.41204875025938925,28794,6.261225803365241,0.8630615280501415,,,,,,EXTREME_LONG,long,QQQ
2010-10-12,NASDAQ-100 STOCK INDEX (MINI) - CHICAGO MERCANTILE EXCHANGE,209742,443019,92887,194785,106747,86946,174734,105080,6146,15992,36127,13838,NQ,2010-10-15 15:30:00-04:00,69654,15.722576232622076,-4.2179297276543455,96.15384615384616,1.6827353058380874,19801,4.469559996298127,1.6588145377199823,67.94871794871796,0.485754339864756,-101898,-23.00081937794993,3.9191463520915164,-9846,-2.2224780427024573,-0.129966550524097,22289,5.031161191732183,-1.2300646116330576,,,,,,EXTREME_LONG,long,QQQ
2010-10-19,NASDAQ-100 STOCK INDEX (MINI) - CHICAGO MERCANTILE EXCHANGE,209742,432080,94974,199645,111696,85361,153330,96160,7292,13850,41761,14037,NQ,2010-10-22 15:30:00-04:00,57170,13.231346047028328,-2.491230185593748,92.94871794871796,1.4480361143703142,26335,6.094936122940196,1.6253761266420694,74.35897435897436,0.6491715349236897,-104671,-24.224912053323457,-1.2240926753735266,-6558,-1.517774486206258,0.7047035564961992,27724,6.416404369561192,1.3852431778290093,,,,,,EXTREME_LONG,long,QQQ
2010-10-26,NASDAQ-100 STOCK INDEX (MINI) - CHICAGO MERCANTILE EXCHANGE,209742,453896,94336,210237,117069,85653,173630,105786,8591,15874,40828,16904,NQ,2010-10-29 15:30:00-04:00,67844,14.947036325501877,1.7156902784735486,95.51282051282051,1.5910315156690584,31416,6.921409309621588,0.8264731866813912,77.56410256410257,0.7425913725238439,-115901,-25.534703985053845,-1.3097919317303877,-7283,-1.6045525847330666,-0.08677809852680851,23924,5.270810934663447,-1.1455934348977452,2010-11-01,52.09000015258789,47.307999801635745,0.13708794130179516,96.96800493791812,EXTREME_LONG,long,QQQ
2010-11-02,NASDAQ-100 STOCK INDEX (MINI) - CHICAGO MERCANTILE EXCHANGE,209742,442944,84128,198460,123288,86251,167546,106707,8609,16967,40753,15939,NQ,2010-11-05 15:30:00-04:00,60839,13.73514484901026,-1.2118914764916173,92.94871794871796,1.4712825703041643,37037,8.36155360497038,1.4401442953487926,80.76923076923077,0.8962750717995758,-114332,-25.81184077445456,-0.2771367894007142,-8358,-1.8869202427394884,-0.28236765800642183,24814,5.6020625632134085,0.3312516285499614,,,,,,EXTREME_LONG,long,QQQ
2010-11-09,NASDAQ-100 STOCK INDEX (MINI) - CHICAGO MERCANTILE EXCHANGE,209742,435008,91262,193966,131864,83384,152329,105225,9157,17271,30562,15328,NQ,2010-11-12 15:30:00-05:00,47104,10.828306605855525,-2.906838243154734,89.74358974358975,1.2056988062522072,48480,11.144622627629836,2.783069022659456,85.8974358974359,1.1815076822697075,-102704,-23.609680741503606,2.202160032950953,-8114,-1.8652530528174194,0.021667189922069063,15234,3.5020045608356627,-2.1000580023777458,,,,,,UNWINDING_LONG,long,QQQ
2010-11-16,NASDAQ-100 STOCK INDEX (MINI) - CHICAGO MERCANTILE EXCHANGE,209742,465344,92780,190422,117961,82774,186259,119039,7993,14823,35756,33691,NQ,2010-11-19 15:30:00-05:00,67220,14.445227616558933,3.6169210107034075,94.23076923076923,1.5092673705546922,35187,7.561502888185944,-3.583119739443892,78.84615384615384,0.8495988808517085,-97642,-20.982756842250033,2.6269238992535726,-6830,-1.467731398707193,0.39752165411022644,2065,0.44375773621235043,-3.0582468246233123,,,,,,EXTREME_LONG,long,QQQ
2010-11-23,NASDAQ-100 STOCK INDEX (MINI) - CHICAGO MERCANTILE EXCHANGE,209742,413327,94293,175484,110088,82482,148263,98860,7943,14789,25177,14149,NQ,2010-11-26 15:30:00-05:00,49403,11.952521853157428,-2.4927057634015046,89.74358974358975,1.271025245773274,27606,6.678973306849056,-0.8825295813368879,76.92307692307693,0.778890475327308,-81191,-19.643284856784096,1.3394719854659378,-6846,-1.656315701611557,-0.18858430290436412,11028,2.668105398389169,2.2243476621768186,2010-12-01,54.459999084472656,48.27799987792969,0.25310630997988376,101.37987031431791,UNWINDING_LONG,long,QQQ
2010-11-30,NASDAQ-100 STOCK INDEX (MINI) - CHICAGO MERCANTILE EXCHANGE,209742,402007,93712,166632,103865,80410,146907,81003,8631,17648,20542,27964,NQ,2010-12-03 15:30:00-05:00,65904,16.39374438753554,4.441222534378113,96.7948717948718,1.6378421014030813,23455,5.834475519083001,-0.8444977877660556,73.07692307692307,0.7033133308253582,-72920,-18.13898762956864,1.5042972272154564,-9017,-2.2429957687303954,-0.5866800671188384,-7422,-1.846236508319507,-4.514341906708676,,,,,,EXTREME_LONG,long,QQQ
2010-12-07,NASDAQ-100 STOCK INDEX (MINI) - CHICAGO MERCANTILE EXCHANGE,209742,412606,97656,186260,110524,78579,143571,80822,8707,16796,28217,26218,NQ,2010-12-10 15:30:00-05:00,62749,15.20797080023073,-1.185773587304812,94.87179487179486,1.5100316326369285,31945,7.742252899860884,1.9077773807778833,81.41025641025641,0.899828437469556,-88604,-21.474239346979928,-3.335251717411289,-8089,-1.9604659166371794,0.282529852093216,1999,0.48448156352549404,2.330718071845001,,,,,,EXTREME_LONG,long,QQQ
2010-12-14,NASDAQ-100 STOCK INDEX (MINI) - CHICAGO MERCANTILE EXCHANGE,209742,520747,97447,197343,111475,56746,143541,97341,12212,13364,38269,38150,NQ,2010-12-17 15:30:00-05:00,46200,8.871870601270867,-6.336100198959862,83.33333333333334,0.9472527910248875,54729,10.509710089544443,2.767457189683559,87.82051282051282,1.178885395573724,-99896,-19.18321180918949,2.2910275377904377,-1152,-0.22122066953818265,1.7392452470989967,119,0.022851787912364353,-0.4616297756131297,,,,,,UNWINDING_LONG,long,QQQ
2010-12-21,NASDAQ-100 STOCK INDEX (MINI) - CHICAGO MERCANTILE EXCHANGE,209742,333555,28855,212601,105524,38031,137704,42432,13389,3558,25788,14638,NQ,2010-12-24 15:30:00-05:00,95272,28.56260586709838,19.690735265827513,100.0,2.614208404856092,67493,20.23444409467704,9.724734005132598,98.71794871794873,2.1457382610091678,-183746,-55.08716703392244,-35.903955224732954,9831,2.9473400188874397,3.1685606884256226,11150,3.3427770532595824,3.319925265347218,,,,,,EXTREME_LONG,long,QQQ
2010-12-28,NASDAQ-100 STOCK INDEX (MINI) - CHICAGO MERCANTILE EXCHANGE,209742,323261,27267,204981,108839,37765,126480,43200,12427,3394,25332,11005,NQ,2010-12-31 15:30:00-05:00,83280,25.762464386362723,-2.8001414807356575,99.35897435897436,2.329016719309454,71074,21.98656812915879,1.7521240344817492,99.35897435897436,2.326138989231665,-177714,-54.97539140199405,0.11177563192838846,9033,2.794336464961749,-0.15300355392569065,14327,4.4320224215107915,1.089245368251209,2011-01-01,56.0,49.06199989318848,0.14122682592775196,104.24665503199535,EXTREME_LONG,long,QQQ
2011-01-04,NASDAQ-100 STOCK INDEX (MINI) - CHICAGO MERCANTILE EXCHANGE,209742,358757,27814,214595,123963,37578,138007,65421,10767,3386,32192,11763,NQ,2011-01-07 15:30:00-05:00,72586,20.23263657573232,-5.529827810630401,98.71794871794873,1.8274660240620282,86385,24.078972675097628,2.0924045459388374,100.0,2.5463131264606864,-186781,-52.06337437318296,2.9120170288110927,7381,2.057381458758993,-0.7369550062027561,20429,5.694383663594021,1.2623612420832293,,,,,,EXTREME_LONG,long,QQQ
2011-01-11,NASDAQ-100 STOCK INDEX (MINI) - CHICAGO MERCANTILE EXCHANGE,209742,354431,30057,206664,130273,37365,132654,66015,11864,4924,26525,16405,NQ,2011-01-14 15:30:00-05:00,66639,18.801684954194187,-1.430951621538135,97.43589743589743,1.6832826180910185,92908,26.21328269818385,2.134310023086222,100.0,2.723733087591692,-176607,-49.82831637187492,2.2350580013080403,6940,1.9580680019524253,-0.09931345680656767,10120,2.8552807175444586,-2.8391029460495623,,,,,,EXTREME_LONG,long,QQQ
2011-01-18,NASDAQ-100 STOCK INDEX (MINI) - CHICAGO MERCANTILE EXCHANGE,209742,375996,31791,213783,130480,37952,146640,76003,14213,7797,31050,18639,NQ,2011-01-21 15:30:00-05:00,70637,18.786636028042853,-0.015048926151333575,96.7948717948718,1.6585293805624295,92528,24.608772433749294,-1.6045102644345555,99.35897435897436,2.512436542861228,-181992,-48.40264258130406,1.4256737905708619,6416,1.7064011319269354,-0.2516668700254898,12411,3.3008329875849745,0.4455522700405159,,,,,,EXTREME_LONG,long,QQQ
2011-01-25,NASDAQ-100 STOCK INDEX (MINI) - CHICAGO MERCANTILE EXCHANGE,209742,383350,33283,216942,120478,43240,160158,76584,10747,4887,32081,15094,NQ,2011-01-28 15:30:00-05:00,83574,21.800965175427155,3.014329147384302,98.71794871794873,1.883860719240458,77238,20.148167470979523,-4.4606049627697715,96.7948717948718,2.0351973660645726,-183659,-47.90896047997913,0.4936821013249286,5860,1.5286291900352158,-0.17777194189171963,16987,4.431198643537238,1.1303656559522635,2011-02-01,57.77000045776367,49.91499977111816,0.10712917056141553,107.54159480211969,EXTREME_LONG,long,QQQ
2011-02-01,NASDAQ-100 STOCK INDEX (MINI) - CHICAGO MERCANTILE EXCHANGE,209742,366300,38326,207194,97858,41604,156996,68286,9433,3836,33581,15274,NQ,2011-02-04 15:30:00-05:00,88710,24.217854217854217,2.416889042427062,98.71794871794873,2.0502866999314855,56254,15.357357357357357,-4.790810113622166,94.87179487179486,1.557252096263007,-168868,-46.101010101010104,1.807950378969025,5597,1.5279825279825279,-0.0006466620526879296,18307,4.997815997815998,0.56661735427876,,,,,,EXTREME_LONG,long,QQQ
2011-02-08,NASDAQ-100 STOCK INDEX (MINI) - CHICAGO MERCANTILE EXCHANGE,209742,350582,35770,191445,116566,36071,122096,71219,11015,4230,35735,18217,NQ,2011-02-11 15:30:00-05:00,50877,14.512154075223485,-9.705700142630732,88.46153846153845,1.2142318197146278,80495,22.960391577434095,7.603034220076738,98.07692307692307,2.2586032759915926,-155675,-44.404732701621874,1.6962773993882294,6785,1.935353212657809,0.40737068467528115,17518,4.996833836306485,-0.0009821615095129133,,,,,,UNWINDING_LONG,long,QQQ
2011-02-15,NASDAQ-100 STOCK INDEX (MINI) - CHICAGO MERCANTILE EXCHANGE,209742,354378,33380,190366,118010,37412,123955,69467,10968,5735,33732,17065,NQ,2011-02-18 15:30:00-05:00,54488,15.375672304714175,0.8635182294906905,90.38461538461539,1.2713590736247617,80598,22.74351116604304,-0.21688041139105607,97.43589743589743,2.198010874784781,-156986,-44.299025334529794,0.10570736709208006,5233,1.4766718024256584,-0.4586814102321506,16667,4.703170061346923,-0.29366377495956186,,,,,,EXTREME_LONG,long,QQQ
2011-02-22,NASDAQ-100 STOCK INDEX (MINI) - CHICAGO MERCANTILE EXCHANGE,209742,373325,34183,197714,119555,36553,150558,80463,9367,5433,22208,15708,NQ,2011-02-25 15:30:00-05:00,70095,18.775865532712785,3.40019322799861,94.23076923076923,1.5376879658971407,83002,22.23317484765285,-0.5103363183901877,96.7948717948718,2.111070939331701,-163531,-43.80392419473649,0.49510113979330583,3934,1.0537735217303958,-0.4228982806952626,6500,1.7411102926404607,-2.9620597687064625,2011-03-01,57.43000030517578,51.09799995422363,0.10251488072461819,106.90866839823299,EXTREME_LONG,long,QQQ
2011-03-01,NASDAQ-100 STOCK INDEX (MINI) - CHICAGO MERCANTILE EXCHANGE,209742,360389,41620,186251,96514,36636,134526,77867,10622,4329,35468,13667,NQ,2011-03-04 15:30:00-05:00,56659,15.721623024010167,-3.054242508702618,89.74358974358975,1.265471363858867,59878,16.614824536819935,-5.618350310832916,93.58974358974359,1.5674188703125989,-144631,-40.13191301621303,3.672011178523455,6293,1.7461687232407204,0.6923952015103245,21801,6.049296732142213,4.3081864395017515,,,,,,UNWINDING_LONG,long,QQQ
2011-03-08,NASDAQ-100 STOCK INDEX (MINI) - CHICAGO MERCANTILE EXCHANGE,209742,363766,41189,186434,93488,37167,148549,80110,9579,7983,36052,17163,NQ,2011-03-11 15:30:00-05:00,68439,18.814017802653353,3.092394778643186,96.15384615384616,1.5055964938403994,56321,15.48275539770072,-1.1320691391192153,92.3076923076923,1.448043360287124,-145245,-39.92814061786973,0.20377239834330396,1596,0.4387435879109098,-1.3074251353298105,18889,5.192623829604746,-0.8566729025374666,,,,,,EXTREME_LONG,long,QQQ
2011-03-15,NASDAQ-100 STOCK INDEX (MINI) - CHICAGO MERCANTILE EXCHANGE,209742,428273,66997,171081,79307,45513,137648,79903,10871,6864,28712,20174,NQ,2011-03-18 15:30:00-04:00,57745,13.483222150357365,-5.330795652295988,82.05128205128204,1.0455249213144513,33794,7.890761266762088,-7.591994130938631,78.84615384615384,0.7567515770770256,-104084,-24.303189787822255,15.624950830047474,4007,0.9356181687848638,0.49687458087395403,8538,1.9935882019179356,-3.1990356276868104,,,,,,UNWINDING_LONG,long,QQQ
2011-03-22,NASDAQ-100 STOCK INDEX (MINI) - CHICAGO MERCANTILE EXCHANGE,209742,274824,80772,128202,68703,45806,73268,55781,12315,8753,22451,18967,NQ,2011-03-25 15:30:00-04:00,17487,6.362981399004454,-7.120240751352911,64.74358974358975,0.44701534167344514,22897,8.331513987133583,0.4407527203714947,79.48717948717949,0.7942225357221421,-47430,-17.258318050825256,7.044871736996999,3562,1.2961022327016563,0.36048406391679244,3484,1.2677204319855617,-0.7258677699323739,2011-04-01,59.08000183105469,52.73500022888184,0.08483295674346167,109.9802244673502,UNWINDING_LONG,long,QQQ
2011-03-29,NASDAQ-100 STOCK INDEX (MINI) - CHICAGO MERCANTILE EXCHANGE,209742,314742,77505,147048,69205,49004,115491,77043,9333,8446,25484,15477,NQ,2011-04-01 15:30:00-04:00,38448,12.215719541719885,5.852738142715431,80.76923076923077,0.9285412968273596,20201,6.418272744025265,-1.9132412431083177,73.71794871794873,0.6258205349481594,-69543,-22.09523991078407,-4.836921859958814,887,0.28181812405080986,-1.0142841086508465,10007,3.179429500988111,1.911709069002549,2011-04-01,59.08000183105469,52.73500022888184,0.08483295674346167,109.9802244673502,NORMAL,,QQQ
2011-04-05,NASDAQ-100 STOCK INDEX (MINI) - CHICAGO MERCANTILE EXCHANGE,209742,360997,70544,169525,79544,45741,150588,107275,11975,6587,29107,12630,NQ,2011-04-08 15:30:00-04:00,43313,11.998160649534483,-0.21755889218540148,79.48717948717949,0.9082820767504133,33803,9.363789726784432,2.945516982759167,82.6923076923077,0.892883736487983,-98981,-27.41878741374582,-5.323547502961752,5388,1.4925331789460854,1.2107150548952754,16477,4.564303858480819,1.3848743574927078,,,,,,UNWINDING_LONG,long,QQQ
2011-04-12,NASDAQ-100 STOCK INDEX (MINI) - CHICAGO MERCANTILE EXCHANGE,209742,336108,70834,146308,73709,48348,129327,102717,14256,5759,27550,12544,NQ,2011-04-15 15:30:00-04:00,26610,7.917098075618552,-4.081062573915932,69.87179487179486,0.5459587314615056,25361,7.5454913301676845,-1.8182983966167479,77.56410256410257,0.7340819058557425,-75474,-22.455282230711557,4.963505183034265,8497,2.528056458043248,1.0355232790971627,15006,4.464636366882074,-0.099667491598745,,,,,,NORMAL,,QQQ
2011-04-19,NASDAQ-100 STOCK INDEX (MINI) - CHICAGO MERCANTILE EXCHANGE,209742,315826,79195,141155,68295,52464,103667,78947,18635,4521,25102,17807,NQ,2011-04-22 15:30:00-04:00,24720,7.827094666050294,-0.09000340956825781,69.23076923076923,0.5296123287219618,15831,5.012570212712063,-2.532921117455621,69.23076923076923,0.511148737250626,-61960,-19.618397472025734,2.836884758685823,14114,4.468916428666418,1.94085997062317,7295,2.3098161645969615,-2.154820202285112,,,,,,NORMAL,,QQQ
2011-04-26,NASDAQ-100 STOCK INDEX (MINI) - CHICAGO MERCANTILE EXCHANGE,209742,365429,76505,164038,79380,56796,142243,101308,19707,4429,26265,17529,NQ,2011-04-29 15:30:00-04:00,40935,11.201902421537426,3.374807755487132,77.56410256410257,0.8298122975649649,22584,6.1801334869427444,1.1675632742306812,73.71794871794873,0.6240237302545074,-87533,-23.95349028128583,-4.335092809260097,15278,4.180839506443112,-0.28807692222330594,8736,2.390614866362549,0.08079870176558757,2011-05-01,58.36000061035156,53.99000015258789,0.04214286804199219,108.63990805882781,NORMAL,,QQQ
2011-05-03,NASDAQ-100 STOCK INDEX (MINI) - CHICAGO MERCANTILE EXCHANGE,209742,412576,75294,188763,81718,52414,185232,129060,21019,9056,30793,14763,NQ,2011-05-06 15:30:00-04:00,56172,13.614946094780112,2.4130436732426865,82.6923076923077,1.0412512545418284,29304,7.102691382920965,0.9225578959782208,78.84615384615384,0.7141552276703524,-113469,-27.50256922360971,-3.549078942323881,11963,2.89958698518576,-1.2812525212573522,16030,3.885344760722873,1.494729894360324,,,,,,NORMAL,,QQQ
2011-05-10,NASDAQ-100 STOCK INDEX (MINI) - CHICAGO MERCANTILE EXCHANGE,209742,399383,76236,188257,77070,53714,187038,122951,17244,8472,29526,13720,NQ,2011-05-13 15:30:00-04:00,64087,16.046501728916855,2.4315556341367426,89.74358974358975,1.252135777078564,23356,5.8480205717318965,-1.2546708111890688,72.43589743589743,0.6085748202319686,-112021,-28.048514834131648,-0.5459456105219367,8772,2.1963879283795253,-0.7031990568062345,15806,3.9576046051033718,0.0722598443804987,,,,,,NORMAL,,QQQ
2011-05-17,NASDAQ-100 STOCK INDEX (MINI) - CHICAGO MERCANTILE EXCHANGE,209742,362823,80333,155152,80507,70959,142158,98775,18123,7656,27096,15675,NQ,2011-05-20 15:30:00-04:00,43383,11.957069976269421,-4.0894317526474335,77.56410256410257,0.8598100965092212,9548,2.63158620043382,-3.2164343712980763,64.1025641025641,0.3240386159163513,-74819,-20.621349804174486,7.4271650299571625,10467,2.8848777503080014,0.6884898219284761,11421,3.1478158771632447,-0.809788727940127,,,,,,NORMAL,,QQQ
2011-05-24,NASDAQ-100 STOCK INDEX (MINI) - CHICAGO MERCANTILE EXCHANGE,209742,344740,83565,148792,73334,71656,128571,84374,19581,8563,25722,17388,NQ,2011-05-27 15:30:00-04:00,44197,12.820386378140048,0.8633164018706267,79.48717948717949,0.9282645547100185,1678,0.48674363288275224,-2.144842567551068,58.97435897435898,0.13608533138414405,-65227,-18.920635841503742,1.7007139626707435,11018,3.1960317920751873,0.31115404176718586,8334,2.417474038405755,-0.7303418387574898,2011-06-01,57.04999923706055,55.34900016784668,-0.012463237233822188,106.20127839359729,NORMAL,,QQQ
2011-05-31,NASDAQ-100 STOCK INDEX (MINI) - CHICAGO MERCANTILE EXCHANGE,209742,351232,82870,152191,69002,71787,137439,84193,20322,8781,26463,19144,NQ,2011-06-03 15:30:00-04:00,53246,15.159780430029155,2.3393940518891068,86.53846153846155,1.1340274289727934,-2785,-0.79292319606414,-1.2796668289468922,57.05128205128205,0.026762110410613212,-69321,-19.736527423469386,-0.8158915819656443,11541,3.285862336005831,0.08983054393064371,7319,2.0838078534985423,-0.33366618490721267,,,,,,NORMAL,,QQQ
2011-06-07,NASDAQ-100 STOCK INDEX (MINI) - CHICAGO MERCANTILE EXCHANGE,209742,340737,90291,126221,73930,79684,106443,76026,21300,9608,22637,23062,NQ,2011-06-10 15:30:00-04:00,30417,8.926826261897006,-6.232954168132149,71.15384615384616,0.5467724602959461,-5754,-1.6886924519497442,-0.8957692558856042,51.28205128205128,-0.04749725907986538,-35930,-10.54478967649536,9.191737746974026,11692,3.4313854967320836,0.1455231607262526,-425,-0.12472963018398354,-2.208537483682526,,,,,,NORMAL,,QQQ
